pair_id,pair_type,original_song_id,original_segment_id,comparison_song_id,comparison_segment_id,transformation,interval_ngram_similarity,lcs_similarity,edit_distance_similarity,chord_ngram_similarity,harmonic_edit_distance,pitch_class_similarity,rhythm_ngram_similarity,ioi_similarity,rhythmic_edit_distance,simple_average,weighted_average,original_representation,comparison_representation,weights_used
pair_003221,negative,104,01,007,01,None,0.000000,0.185185,0.148148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037037,0.044444,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/007_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003222,negative,104,01,096,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174468,0.000000,0.019385,0.014539,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/096_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003223,negative,104,01,128,02,None,0.111111,0.310345,0.275862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077480,0.092976,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/128_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003224,negative,104,01,128,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.071333,0.000000,0.000000,0.000000,0.007926,0.008322,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/128_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003225,negative,104,01,160,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.121528,0.000000,0.000000,0.000000,0.013503,0.014178,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/160_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003226,negative,104,01,176,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.086806,0.000000,0.000000,0.000000,0.009645,0.010127,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/176_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003227,negative,104,01,349,01,None,0.030769,0.106195,0.106195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027018,0.032421,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/349_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003228,negative,104,01,349,01,None,0.026786,0.085106,0.074468,0.000000,0.000000,0.003509,0.000000,0.146343,0.000000,0.037357,0.037453,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/349_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003229,negative,104,01,471,02,None,0.026316,0.260870,0.130435,0.000000,0.000000,0.074306,0.000000,0.465376,0.000000,0.106367,0.103133,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/471_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003230,negative,104,01,651,01,None,0.086957,0.310345,0.206897,0.000000,0.066667,0.115000,0.000000,0.372485,0.000000,0.128705,0.132795,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/651_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003231,negative,104,01,693,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.030556,0.000000,0.000000,0.000000,0.003395,0.003565,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/693_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003232,negative,104,01,734,01,None,0.081633,0.250000,0.187500,0.000000,0.000000,0.106061,0.000000,0.540201,0.000000,0.129488,0.126608,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/734_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003233,negative,104,01,734,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.106061,0.000000,0.000000,0.000000,0.011785,0.012374,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/734_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003234,negative,104,01,900,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142678,0.000000,0.015853,0.011890,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/900_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003235,negative,104,02,026,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.099642,0.000000,0.011071,0.008303,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/026_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003236,negative,104,02,081,02,None,0.045455,0.280000,0.080000,0.000000,0.000000,0.000000,0.000000,0.352094,0.000000,0.084172,0.083402,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/081_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003237,negative,104,02,164,01,None,0.000000,0.138889,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027778,0.033333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/164_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003238,negative,104,02,229,01,None,0.013158,0.142857,0.142857,0.000000,0.000000,0.008772,0.000000,0.307968,0.000000,0.068401,0.066537,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/229_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003239,negative,104,02,282,02,None,0.000000,0.000000,0.000000,0.000000,0.021739,0.003623,0.000000,0.000000,0.000000,0.002818,0.002959,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/282_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003240,negative,104,02,353,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.155239,0.000000,0.017249,0.012937,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/353_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003241,negative,104,02,368,01,None,0.024390,0.217391,0.086957,0.000000,0.000000,0.010417,0.000000,0.249059,0.000000,0.065357,0.065802,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/368_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003242,negative,104,02,388,02,None,0.074074,0.173913,0.173913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046878,0.056253,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/388_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003243,negative,104,02,388,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083493,0.000000,0.009277,0.006958,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/388_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003244,negative,104,02,518,01,None,0.000000,0.086957,0.043478,0.000000,0.041667,0.069444,0.000000,0.165894,0.000000,0.045271,0.044179,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/518_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003245,negative,104,02,605,02,None,0.000000,0.109375,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022569,0.027083,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/605_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003246,negative,104,02,755,01,None,0.000000,0.130435,0.000000,0.000000,0.000000,0.013889,0.000000,0.248329,0.000000,0.043628,0.039706,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/755_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003247,negative,104,02,782,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118964,0.000000,0.013218,0.009914,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/782_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003248,negative,104,02,826,02,None,0.100000,0.235294,0.147059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053595,0.064314,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/104_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/826_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003249,negative,105,01,033,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.005556,0.004167,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/033_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003250,negative,105,01,047,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.275263,0.000000,0.030585,0.022939,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/047_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003251,negative,105,01,297,01,None,0.000000,0.000000,0.000000,0.000000,0.036364,0.016667,0.000000,0.000000,0.000000,0.005892,0.006187,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/297_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003252,negative,105,01,353,02,None,0.161290,0.263158,0.157895,0.000000,0.000000,0.116667,0.000000,0.456645,0.000000,0.128406,0.129311,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/353_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003253,negative,105,01,371,01,None,0.111111,0.260870,0.173913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060655,0.072786,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/371_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003254,negative,105,01,371,02,None,0.023810,0.192308,0.153846,0.000000,0.000000,0.098148,0.000000,0.236714,0.000000,0.078314,0.080505,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/371_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003255,negative,105,01,374,02,None,0.000000,0.105263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011696,0.014035,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/374_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003256,negative,105,01,617,02,None,0.051282,0.250000,0.125000,0.000000,0.040000,0.146667,0.000000,0.322685,0.000000,0.103959,0.105506,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/617_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003257,negative,105,01,634,01,None,0.000000,0.000000,0.000000,0.000000,0.047619,0.126984,0.000000,0.000000,0.000000,0.019400,0.020370,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/634_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003258,negative,105,01,748,01,None,0.000000,0.000000,0.000000,0.000000,0.090909,0.075758,0.000000,0.000000,0.000000,0.018519,0.019444,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/748_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003259,negative,105,01,755,02,None,0.000000,0.105263,0.052632,0.000000,0.000000,0.091667,0.000000,0.489414,0.000000,0.082108,0.072532,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/755_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003260,negative,105,01,792,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.417122,0.000000,0.046347,0.034760,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/792_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003261,negative,105,01,866,01,None,0.093750,0.263158,0.105263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051352,0.061623,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/866_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003262,negative,105,01,897,02,None,0.000000,0.125000,0.062500,0.000000,0.030303,0.068182,0.000000,0.248701,0.000000,0.059410,0.057215,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/897_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003263,negative,105,02,090,01,None,0.040000,0.214286,0.000000,0.000000,0.000000,0.088889,0.000000,0.363351,0.000000,0.078503,0.074554,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/090_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003264,negative,105,02,164,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.009259,0.009722,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/164_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003265,negative,105,02,197,02,None,0.037736,0.116279,0.093023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027449,0.032938,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/197_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003266,negative,105,02,271,01,None,0.040541,0.107692,0.092308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026727,0.032072,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/271_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003267,negative,105,02,592,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.188698,0.000000,0.020966,0.015725,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/592_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003268,negative,105,02,644,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.165878,0.000000,0.018431,0.013823,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/644_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003269,negative,105,02,644,02,None,0.000000,0.100000,0.100000,0.000000,0.000000,0.086179,0.000000,0.163170,0.000000,0.049928,0.050318,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/644_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003270,negative,105,02,655,02,None,0.037037,0.187500,0.062500,0.000000,0.000000,0.085294,0.000000,0.141176,0.000000,0.057056,0.059987,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/655_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003271,negative,105,02,655,02,None,0.037037,0.187500,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031893,0.038272,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/655_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003272,negative,105,02,734,01,None,0.023256,0.156250,0.156250,0.000000,0.030303,0.035354,0.000000,0.172473,0.000000,0.063765,0.066800,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/734_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003273,negative,105,02,759,01,None,0.000000,0.250000,0.187500,0.000000,0.058824,0.093137,0.000000,0.438744,0.000000,0.114245,0.112624,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/759_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003274,negative,105,02,759,01,None,0.000000,0.250000,0.187500,0.000000,0.058824,0.093137,0.000000,0.438744,0.000000,0.114245,0.112624,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/759_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_003275,negative,105,02,829,01,None,0.000000,0.214286,0.071429,0.000000,0.000000,0.116667,0.000000,0.483216,0.000000,0.098400,0.091974,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/105_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/829_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
