pair_id,pair_type,transformation,interval_ngram_similarity,lcs_similarity,edit_distance_similarity,chord_ngram_similarity,harmonic_edit_distance,pitch_class_similarity,rhythm_ngram_similarity,ioi_similarity,rhythmic_edit_distance,score_melody,score_harmony,score_rhythm,score_global,simple_average,weighted_average,comparison_representation,experiment_category
pair_001507,positive,partial_rhythm_modification,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301112,0.000000,0.000000,0.000000,0.100371,0.025093,0.033457,0.025093,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/465_segment_02.json,Transformações Rítmicas
pair_001508,positive,reharmonization,0.000000,0.000000,0.000000,0.500000,0.736842,0.754386,0.000000,0.000000,0.000000,0.000000,0.663743,0.000000,0.232310,0.221248,0.232310,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/465_segment_02.json,Transformações Harmônicas
pair_001509,positive,simplification,0.000000,0.000000,0.000000,0.636364,0.894737,0.964912,0.000000,0.000000,0.000000,0.000000,0.832004,0.000000,0.291201,0.277335,0.291201,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/465_segment_02.json,Transformações Harmônicas
pair_001510,positive,simplification,0.380952,0.666667,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571429,0.000000,0.000000,0.228571,0.190476,0.228571,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/465_segment_02.json,Transformações Melódicas
pair_001511,positive,tempo_change,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.333333,0.083333,0.111111,0.083333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/465_segment_02.json,Transformações Rítmicas
pair_001512,positive,transpose,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,0.333333,0.400000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/465_segment_02.json,Transformações Melódicas
pair_001513,positive,,1.000000,1.000000,1.000000,0.409091,0.750000,0.777083,0.000000,1.000000,0.000000,1.000000,0.645391,0.333333,0.709220,0.659575,0.709220,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/471_segment_01.json,Transformações Combinadas
pair_001514,positive,,1.000000,1.000000,1.000000,0.409091,0.750000,0.777083,1.000000,1.000000,1.000000,1.000000,0.645391,1.000000,0.875887,0.881797,0.875887,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/471_segment_01.json,Transformações Combinadas
pair_001515,positive,,1.000000,1.000000,1.000000,0.409091,0.750000,0.777083,0.000000,1.000000,0.000000,1.000000,0.645391,0.333333,0.709220,0.659575,0.709220,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/471_segment_01.json,Transformações Combinadas
pair_001516,positive,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.833333,0.777778,0.833333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/471_segment_01.json,Transformações Combinadas
pair_001517,positive,chord_substitution,0.000000,0.000000,0.000000,0.409091,0.750000,0.777083,0.000000,0.000000,0.000000,0.000000,0.645391,0.000000,0.225887,0.215130,0.225887,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/471_segment_01.json,Transformações Harmônicas
pair_001518,positive,duration_scaling,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.235161,0.000000,0.000000,0.000000,0.078387,0.019597,0.026129,0.019597,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/471_segment_01.json,Transformações Rítmicas
pair_001519,positive,interval_modification,0.395349,0.741935,0.741935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.626406,0.000000,0.000000,0.250563,0.208802,0.250563,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/471_segment_01.json,Transformações Melódicas
pair_001520,positive,ornamentation,0.500000,0.702703,0.702703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.635135,0.000000,0.000000,0.254054,0.211712,0.254054,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/471_segment_01.json,Transformações Melódicas
pair_001521,positive,partial_rhythm_modification,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247877,0.000000,0.000000,0.000000,0.082626,0.020656,0.027542,0.020656,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/471_segment_01.json,Transformações Rítmicas
pair_001522,positive,reharmonization,0.000000,0.000000,0.000000,0.550000,0.750000,0.766667,0.000000,0.000000,0.000000,0.000000,0.688889,0.000000,0.241111,0.229630,0.241111,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/471_segment_01.json,Transformações Harmônicas
pair_001523,positive,simplification,0.000000,0.000000,0.000000,0.476190,0.812500,0.895833,0.000000,0.000000,0.000000,0.000000,0.728174,0.000000,0.254861,0.242725,0.254861,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/471_segment_01.json,Transformações Harmônicas
pair_001524,positive,simplification,0.333333,0.580645,0.580645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498208,0.000000,0.000000,0.199283,0.166069,0.199283,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/471_segment_01.json,Transformações Melódicas
pair_001525,positive,tempo_change,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.333333,0.083333,0.111111,0.083333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/471_segment_01.json,Transformações Rítmicas
pair_001526,positive,transpose,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,0.333333,0.400000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/471_segment_01.json,Transformações Melódicas
pair_001527,positive,,1.000000,1.000000,1.000000,0.440000,0.736842,0.747368,0.000000,1.000000,0.000000,1.000000,0.641403,0.333333,0.707825,0.658246,0.707825,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/471_segment_02.json,Transformações Combinadas
pair_001528,positive,,1.000000,1.000000,1.000000,0.440000,0.736842,0.747368,1.000000,1.000000,1.000000,1.000000,0.641403,1.000000,0.874491,0.880468,0.874491,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/471_segment_02.json,Transformações Combinadas
pair_001529,positive,,1.000000,1.000000,1.000000,0.440000,0.736842,0.747368,0.000000,1.000000,0.000000,1.000000,0.641403,0.333333,0.707825,0.658246,0.707825,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/471_segment_02.json,Transformações Combinadas
pair_001530,positive,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.833333,0.777778,0.833333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/471_segment_02.json,Transformações Combinadas
pair_001531,positive,chord_substitution,0.000000,0.000000,0.000000,0.440000,0.736842,0.747368,0.000000,0.000000,0.000000,0.000000,0.641403,0.000000,0.224491,0.213801,0.224491,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/471_segment_02.json,Transformações Harmônicas
pair_001532,positive,duration_scaling,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134413,0.000000,0.000000,0.000000,0.044804,0.011201,0.014935,0.011201,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/471_segment_02.json,Transformações Rítmicas
pair_001533,positive,interval_modification,0.478261,0.777778,0.777778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.677939,0.000000,0.000000,0.271176,0.225980,0.271176,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/471_segment_02.json,Transformações Melódicas
pair_001534,positive,ornamentation,0.461538,0.681818,0.681818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.608391,0.000000,0.000000,0.243357,0.202797,0.243357,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/471_segment_02.json,Transformações Melódicas
pair_001535,positive,partial_rhythm_modification,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129821,0.000000,0.000000,0.000000,0.043274,0.010818,0.014425,0.010818,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/471_segment_02.json,Transformações Rítmicas
pair_001536,positive,reharmonization,0.000000,0.000000,0.000000,0.500000,0.736842,0.754386,0.000000,0.000000,0.000000,0.000000,0.663743,0.000000,0.232310,0.221248,0.232310,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/471_segment_02.json,Transformações Harmônicas
pair_001537,positive,simplification,0.000000,0.000000,0.000000,0.565217,0.842105,0.938596,0.000000,0.000000,0.000000,0.000000,0.781973,0.000000,0.273691,0.260658,0.273691,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/471_segment_02.json,Transformações Harmônicas
pair_001538,positive,simplification,0.380952,0.666667,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571429,0.000000,0.000000,0.228571,0.190476,0.228571,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/471_segment_02.json,Transformações Melódicas
pair_001539,positive,tempo_change,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.333333,0.083333,0.111111,0.083333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/471_segment_02.json,Transformações Rítmicas
pair_001540,positive,transpose,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,0.333333,0.400000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/471_segment_02.json,Transformações Melódicas
pair_001541,positive,,1.000000,1.000000,1.000000,0.375000,0.739130,0.762319,0.000000,1.000000,0.000000,1.000000,0.625483,0.333333,0.702252,0.652939,0.702252,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/518_segment_01.json,Transformações Combinadas
pair_001542,positive,,1.000000,1.000000,1.000000,0.375000,0.739130,0.762319,1.000000,1.000000,1.000000,1.000000,0.625483,1.000000,0.868919,0.875161,0.868919,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/518_segment_01.json,Transformações Combinadas
pair_001543,positive,,1.000000,1.000000,1.000000,0.375000,0.739130,0.762319,0.000000,1.000000,0.000000,1.000000,0.625483,0.333333,0.702252,0.652939,0.702252,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/518_segment_01.json,Transformações Combinadas
pair_001544,positive,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.833333,0.777778,0.833333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/518_segment_01.json,Transformações Combinadas
pair_001545,positive,chord_substitution,0.000000,0.000000,0.000000,0.375000,0.739130,0.762319,0.000000,0.000000,0.000000,0.000000,0.625483,0.000000,0.218919,0.208494,0.218919,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/518_segment_01.json,Transformações Harmônicas
pair_001546,positive,duration_scaling,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287173,0.000000,0.000000,0.000000,0.095724,0.023931,0.031908,0.023931,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/518_segment_01.json,Transformações Rítmicas
pair_001547,positive,interval_modification,0.354839,0.727273,0.727273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603128,0.000000,0.000000,0.241251,0.201043,0.241251,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/518_segment_01.json,Transformações Melódicas
pair_001548,positive,ornamentation,0.483871,0.730769,0.730769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.648470,0.000000,0.000000,0.259388,0.216157,0.259388,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/518_segment_01.json,Transformações Melódicas
pair_001549,positive,partial_rhythm_modification,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.291116,0.000000,0.000000,0.000000,0.097039,0.024260,0.032346,0.024260,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/518_segment_01.json,Transformações Rítmicas
pair_001550,positive,reharmonization,0.000000,0.000000,0.000000,0.517241,0.739130,0.739130,0.000000,0.000000,0.000000,0.000000,0.665167,0.000000,0.232809,0.221722,0.232809,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/518_segment_01.json,Transformações Harmônicas
pair_001551,positive,simplification,0.000000,0.000000,0.000000,0.760000,0.913043,0.949275,0.000000,0.000000,0.000000,0.000000,0.874106,0.000000,0.305937,0.291369,0.305937,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/518_segment_01.json,Transformações Harmônicas
pair_001552,positive,simplification,0.333333,0.590909,0.545455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.489899,0.000000,0.000000,0.195960,0.163300,0.195960,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/518_segment_01.json,Transformações Melódicas
pair_001553,positive,tempo_change,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.333333,0.083333,0.111111,0.083333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/518_segment_01.json,Transformações Rítmicas
pair_001554,positive,transpose,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,0.333333,0.400000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/518_segment_01.json,Transformações Melódicas
pair_001555,positive,,1.000000,1.000000,1.000000,0.454545,0.764706,0.796639,0.000000,1.000000,0.000000,1.000000,0.671963,0.333333,0.718520,0.668432,0.718520,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/518_segment_02.json,Transformações Combinadas
pair_001556,positive,,1.000000,1.000000,1.000000,0.454545,0.764706,0.796639,1.000000,1.000000,1.000000,1.000000,0.671963,1.000000,0.885187,0.890654,0.885187,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/518_segment_02.json,Transformações Combinadas
pair_001557,positive,,1.000000,1.000000,1.000000,0.454545,0.764706,0.796639,0.000000,1.000000,0.000000,1.000000,0.671963,0.333333,0.718520,0.668432,0.718520,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/518_segment_02.json,Transformações Combinadas
pair_001558,positive,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.833333,0.777778,0.833333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/518_segment_02.json,Transformações Combinadas
pair_001559,positive,chord_substitution,0.000000,0.000000,0.000000,0.454545,0.764706,0.796639,0.000000,0.000000,0.000000,0.000000,0.671963,0.000000,0.235187,0.223988,0.235187,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/518_segment_02.json,Transformações Harmônicas
pair_001560,positive,duration_scaling,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164908,0.000000,0.000000,0.000000,0.054969,0.013742,0.018323,0.013742,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/518_segment_02.json,Transformações Rítmicas
pair_001561,positive,interval_modification,0.428571,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.642857,0.000000,0.000000,0.257143,0.214286,0.257143,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/518_segment_02.json,Transformações Melódicas
pair_001562,positive,ornamentation,0.571429,0.789474,0.789474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.716792,0.000000,0.000000,0.286717,0.238931,0.286717,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/518_segment_02.json,Transformações Melódicas
pair_001563,positive,partial_rhythm_modification,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159587,0.000000,0.000000,0.000000,0.053196,0.013299,0.017732,0.013299,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/518_segment_02.json,Transformações Rítmicas
pair_001564,positive,reharmonization,0.000000,0.000000,0.000000,0.523810,0.764706,0.764706,0.000000,0.000000,0.000000,0.000000,0.684407,0.000000,0.239542,0.228136,0.239542,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/518_segment_02.json,Transformações Harmônicas
pair_001565,positive,simplification,0.000000,0.000000,0.000000,0.454545,0.764706,0.877451,0.000000,0.000000,0.000000,0.000000,0.698901,0.000000,0.244615,0.232967,0.244615,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/518_segment_02.json,Transformações Harmônicas
pair_001566,positive,simplification,0.444444,0.687500,0.687500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.606481,0.000000,0.000000,0.242593,0.202160,0.242593,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/518_segment_02.json,Transformações Melódicas
pair_001567,positive,tempo_change,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.333333,0.083333,0.111111,0.083333,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/518_segment_02.json,Transformações Rítmicas
pair_001568,positive,transpose,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,0.333333,0.400000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/518_segment_02.json,Transformações Melódicas
pair_001569,positive,,1.000000,1.000000,1.000000,0.368421,0.714286,0.714286,0.000000,1.000000,0.038462,1.000000,0.598998,0.346154,0.696188,0.648384,0.696188,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/547_segment_01.json,Transformações Combinadas
pair_001570,positive,,1.000000,1.000000,1.000000,0.368421,0.714286,0.714286,1.000000,1.000000,1.000000,1.000000,0.598998,1.000000,0.859649,0.866332,0.859649,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/547_segment_01.json,Transformações Combinadas
pair_001571,positive,,1.000000,1.000000,1.000000,0.368421,0.714286,0.714286,0.000000,1.000000,0.038462,1.000000,0.598998,0.346154,0.696188,0.648384,0.696188,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/547_segment_01.json,Transformações Combinadas
pair_001572,positive,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.038462,1.000000,1.000000,0.346154,0.836538,0.782051,0.836538,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/547_segment_01.json,Transformações Combinadas
pair_001573,positive,chord_substitution,0.000000,0.000000,0.000000,0.368421,0.714286,0.714286,0.000000,0.000000,0.000000,0.000000,0.598998,0.000000,0.209649,0.199666,0.209649,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/547_segment_01.json,Transformações Harmônicas
pair_001574,positive,duration_scaling,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.249476,0.000000,0.000000,0.000000,0.083159,0.020790,0.027720,0.020790,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/547_segment_01.json,Transformações Rítmicas
pair_001575,positive,interval_modification,0.500000,0.769231,0.769231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.679487,0.000000,0.000000,0.271795,0.226496,0.271795,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/547_segment_01.json,Transformações Melódicas
pair_001576,positive,ornamentation,0.421053,0.625000,0.625000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.557018,0.000000,0.000000,0.222807,0.185673,0.222807,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/547_segment_01.json,Transformações Melódicas
pair_001577,positive,partial_rhythm_modification,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.252321,0.000000,0.000000,0.000000,0.084107,0.021027,0.028036,0.021027,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/547_segment_01.json,Transformações Rítmicas
pair_001578,positive,reharmonization,0.000000,0.000000,0.000000,0.529412,0.714286,0.738095,0.000000,0.000000,0.000000,0.000000,0.660598,0.000000,0.231209,0.220199,0.231209,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/547_segment_01.json,Transformações Harmônicas
pair_001579,positive,simplification,0.000000,0.000000,0.000000,0.529412,0.857143,0.916667,0.000000,0.000000,0.000000,0.000000,0.767741,0.000000,0.268709,0.255913,0.268709,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/547_segment_01.json,Transformações Harmônicas
pair_001580,positive,simplification,0.176471,0.538462,0.538462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.417798,0.000000,0.000000,0.167119,0.139266,0.167119,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/547_segment_01.json,Transformações Melódicas
pair_001581,positive,tempo_change,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.038462,0.000000,0.000000,0.346154,0.086538,0.115385,0.086538,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/547_segment_01.json,Transformações Rítmicas
pair_001582,positive,transpose,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.400000,0.333333,0.400000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/547_segment_01.json,Transformações Melódicas
